Amount,AuditTrial,ClearingSystem,Currency,CustomerSegment,Description,ExchangeRate,Fee,FromAccountID,MerchantName,PaymentDate,PaymentID,PaymentType,ToAccountID
52325.17,Age become allow we reason area possible each change.,RTGS,EUR,Retail,Walk song commercial agreement free.,0.56,64.51,1389357393722,"Nelson, Murphy and Blair",2024-02-05,4827644774,Online Transfer,9534312940984
62174.24,Wear husband north listen theory above old.,SWIFT,GBP,Corporate,Few class rich away.,1.06,76.54,8443561769930,Mcdaniel Inc,2024-03-27,1239749049,Cash,7101534291333
38895.34,Whom build off example future there rise station check some approach yard party.,ACH,USD,Corporate,You enjoy standard half.,0.87,12.51,4588806103626,"Davis, Decker and Young",2024-01-16,5977840828,Online Transfer,6124537380180
2527.98,Step discover most property bill thus take represent art past before.,SWIFT,EUR,Retail,Production own woman some hope player.,0.99,49.11,5934258671274,Moore PLC,2024-05-09,1149032416,Credit,3257779978997
162753.18,Run require know feel approach rather degree range.,SWIFT,USD,Corporate,Event war common.,1.05,11.41,5879977569304,"Olsen, Spencer and Dorsey",2024-07-18,7483763903,Cash,1393323047441
45693.33,Main risk focus mission least for.,SWIFT,GBP,Corporate,Bag condition rock.,1.28,22.66,9227969106738,Newman-Ball,2024-02-03,4495101648,Credit,9482156340472
3787.15,Plant knowledge direction statement rock card blue fire group.,SWIFT,GBP,Corporate,Threat ground candidate wait.,0.82,47.47,3417994462784,Fernandez-Ellis,2024-06-24,5589492111,Cash,5380654868065
59797.72,Media live spend away sometimes room now see sport conference some.,ACH,EUR,Corporate,Black last believe.,1.43,91.69,9560148729394,Turner-Wang,2024-06-24,8294304104,Cash,7765121167854
181250.69,But clear daughter guess everyone worker compare us always.,ACH,USD,Retail,Or national with each able.,0.91,77.7,3894773726909,Blair Group,2024-06-24,4106369513,Online Transfer,8363715630026
16133.79,Set heavy nation old authority record entire audience unit may control window shake.,ACH,GBP,Retail,Truth whether involve entire.,1.09,53.75,9045136673258,Martin PLC,2024-02-12,6062803317,Online Transfer,2137224559140
24684.54,Top network bring much including property build town.,RTGS,EUR,Corporate,Shoulder sea born type.,0.91,83.29,7494081553643,"Smith, Goodman and Ward",2024-01-18,5909073774,Credit,7007043713358
793.22,Federal ball Democrat well democratic sound small.,ACH,USD,Corporate,Clearly great final forget study wide.,0.98,7.62,1448866228520,"Mullen, Valencia and Horton",2024-07-17,6566969456,Online Transfer,9017715654099
29997.96,Accept word thought few send century long man.,RTGS,GBP,Corporate,Raise far necessary interesting.,1.11,51.97,5282133254697,"Johnson, Davis and Yang",2024-07-16,4666877148,Credit,2780588919297
64558.21,About marriage conference indeed deal and thus reveal amount.,RTGS,GBP,Corporate,Street station room tell very.,0.87,40.66,4295046419103,Lawrence LLC,2024-04-23,5366668433,Online Transfer,6707224906925
68477.4,Sometimes ten fire third Mr green growth like treatment true.,SWIFT,GBP,Corporate,Teacher prove manager evidence.,0.96,4.51,2326052924391,Sanchez Ltd,2024-06-16,4637188103,Online Transfer,8726999631290
193784.09,Point air audience consider from clear occur too expect admit.,ACH,GBP,Corporate,Available key election answer buy factor.,1.21,34.34,2087553544114,"Morse, Jones and Nguyen",2024-01-15,2260439688,Credit,8671598848294
157821.33,Left member college great me rest cover.,SWIFT,USD,Corporate,Local low upon sound thing.,0.79,91.95,6007622274938,"Crawford, Woodard and Clark",2024-03-21,2066268069,Credit,8292177827356
101687.58,Travel foot way adult seem fact goal room under move.,RTGS,USD,Corporate,Individual check help let.,0.78,54.71,3772627627072,Baker-Curtis,2024-05-26,7390285478,Cash,5312092098148
14466.86,Vote property hand able beat sometimes operation truth generation wear indeed meet.,SWIFT,EUR,Corporate,Effect happy be other why.,1.33,66.61,7431838632501,Montes LLC,2024-05-30,7476223713,Cash,3633053656515
54164.31,Beautiful score group however wrong follow song read.,SWIFT,GBP,Retail,Occur should play might.,1.16,92.38,7868375273527,Wood-Fox,2024-03-18,5667547989,Online Transfer,2545961813197
177817.97,Maybe information opportunity far sit care possible.,RTGS,GBP,Retail,Owner pattern after American.,0.59,59.87,9278112376900,Martin-Andrews,2024-05-03,2163775898,Cash,2342918311297
16501.71,Record campaign rule thought new among there.,SWIFT,EUR,Corporate,Hear door one deep.,0.68,1.65,6660119556713,Mccullough-Bond,2024-04-29,5551035887,Online Transfer,1567823547827
40843.68,Around those guess realize husband wonder lot never yard.,SWIFT,EUR,Retail,Our community memory common if including.,1.1,27.26,9812364386969,"Perry, Baxter and Baker",2024-07-05,8282727629,Credit,3094570644946
132999.84,Enter itself not last see prepare specific hard state.,SWIFT,EUR,Retail,Pm country material crime want.,0.97,50.32,5725493666028,Thornton LLC,2024-07-26,7174977772,Cash,3312243590805
198443.62,Significant his let view together late treat suffer hundred.,RTGS,EUR,Retail,Usually history start hot front.,0.52,54.1,3947538075670,Sanchez-Franco,2024-03-09,5510241610,Cash,4609540017074
161142.48,Majority write available end time phone admit less animal lot machine power late loss.,SWIFT,EUR,Retail,Test draw protect lot reason moment.,1.31,28.57,6499665151974,"Blackburn, Hayes and Tucker",2024-07-24,5853615543,Credit,3158577816356
158197.11,Seek form court still ahead finish hope surface.,RTGS,GBP,Corporate,Wonder major nor data senior.,0.92,63.74,7950446078634,"Hoover, Garrett and Robinson",2024-01-11,4365828946,Cash,2308115679344
56614.67,Free notice woman grow teach beyond beyond popular.,SWIFT,GBP,Corporate,True attack important.,0.52,6.34,2572452161274,Hernandez LLC,2024-01-24,3309334888,Cash,2397202818279
19454.75,Heavy explain child in really strong thousand mission record office.,ACH,USD,Corporate,Offer suffer per rich explain.,1.33,76.71,4437683097933,"Potter, Banks and Campbell",2024-07-12,9008995335,Cash,3222965492488
123007.88,Strong establish trip sound staff term summer.,RTGS,GBP,Corporate,Since set fear.,0.99,24.01,3566215350140,Roman Ltd,2024-03-14,4439950900,Credit,2122660859399
165742.6,Blue serious maybe nothing person model.,ACH,EUR,Corporate,Officer box free.,0.86,39.15,4813164278377,Foley Ltd,2024-06-18,9309348105,Cash,6957711827290
178793.75,Available oil turn ready officer enjoy although human find.,ACH,USD,Retail,Must hold art window election outside.,1.29,34.57,2322411571019,Butler-Dickson,2024-04-18,6173936862,Credit,2128206930156
64176.81,Relate home of six continue within describe help.,SWIFT,EUR,Corporate,Charge argue even personal already.,0.65,4.58,2265095861212,Kaufman-Spencer,2024-07-01,8305650663,Cash,9226643355479
106443.46,Leg machine position professional cause building.,RTGS,EUR,Retail,Save model allow never.,1.13,44.67,3459650146774,Turner LLC,2024-01-13,1543042517,Online Transfer,7243074449456
155898.94,Hit write but hot night theory near today Mrs range perhaps past.,RTGS,GBP,Corporate,Physical kind focus economic itself.,0.99,80.51,3841300873280,Taylor and Sons,2024-02-21,7211588063,Cash,4936191123109
36938.94,Avoid sea anyone where likely wish risk understand argue notice movement draw type.,ACH,EUR,Corporate,Live hair attorney.,1.06,3.18,8344466767229,Smith-Lewis,2024-02-19,4050366700,Cash,7720925048002
169738.57,Lawyer name specific join shake control accept early form eight maybe.,ACH,USD,Corporate,School best allow.,0.99,75.57,2152253864813,Mayo PLC,2024-06-06,7857754837,Cash,5833379275592
127316.13,Walk painting century position risk pick turn customer.,RTGS,EUR,Retail,Seek decide suddenly.,1.31,84.59,9520109962452,Johnson PLC,2024-06-03,6548437315,Online Transfer,4157740022375
2601.52,Mean continue bill field new none.,RTGS,GBP,Corporate,Paper raise four through.,0.68,52.4,6890967696994,Orr-Castillo,2024-02-24,1587624513,Credit,2437309557708
61822.7,Arrive issue major experience matter management probably community appear quality open might task.,SWIFT,GBP,Corporate,Follow news shoulder necessary agree.,0.85,15.64,9038120280690,Clarke-Santos,2024-03-31,1978527468,Online Transfer,7465611352676
149347.5,Stage since foreign list important language open enjoy hospital traditional human.,SWIFT,GBP,Retail,Soldier anything daughter partner soon.,0.81,72.64,5349525165580,Glenn and Sons,2024-05-08,8485002447,Credit,4792671704356
18912.43,Particular few Mrs indicate agent soon listen across year share nor baby either.,RTGS,USD,Retail,Science night course interview.,0.68,23.73,7760839736728,"Garcia, Perez and Snyder",2024-05-21,2278573980,Online Transfer,8108055499918
100667.43,First everybody expect mouth able generation hour else and everybody style fine interesting.,SWIFT,EUR,Corporate,Ahead financial skill center sound including.,0.94,33.74,8800491074865,George and Sons,2024-04-21,8395167612,Credit,3824739131526
25450.41,Perform best newspaper couple candidate simple.,RTGS,USD,Retail,Toward quickly player day.,0.54,36.67,2936328725258,"Anderson, Curtis and Miller",2024-07-03,4991203595,Credit,6244997151292
70545.42,Purpose follow common country probably attention value someone single never.,RTGS,GBP,Retail,Hard most tell those water deal.,1.47,11.24,6517372051702,Roman-Coleman,2024-04-13,2393660439,Online Transfer,8569277317875
125507.19,Boy but several base however population really process above stuff news.,SWIFT,GBP,Retail,Stock back great person around.,1.27,68.04,2821827388779,Andrade Ltd,2024-07-16,2881537163,Online Transfer,1909399683050
39953.96,Understand network improve size exist west face actually back.,RTGS,EUR,Corporate,Soldier oil article moment person project.,1.26,34.93,9297098440979,Mccarthy-Rodriguez,2024-05-22,5551811168,Credit,4686682787475
43894.92,Up huge no song billion about later sound.,ACH,GBP,Corporate,Fine exactly sport.,0.59,99.47,3916287989107,"Hall, Watkins and Baker",2024-02-13,6456537395,Online Transfer,7527320889996
175029.69,Discussion social today the medical resource herself collection note.,SWIFT,USD,Retail,Institution than participant degree.,0.98,67.5,9691714430772,Russell Group,2024-03-04,7441484114,Online Transfer,4115930140799
186944.72,Audience ago too surface read against most research force listen heavy seat within.,ACH,GBP,Corporate,Blood reduce sign.,1.45,53.7,9486936948658,"Griffin, Adams and Wilkerson",2024-07-09,1590620915,Online Transfer,7078002336120
148659.29,Wish stage security by every send environmental protect door language.,SWIFT,USD,Corporate,Popular security item.,1.07,59.61,9466420894641,Klein-Cooper,2024-03-18,9387243507,Credit,2364608743731
197198.46,Conference fight follow large enter card author program available want wonder.,RTGS,USD,Corporate,Physical power morning few network.,1.26,59.4,9841019743510,Martinez Group,2024-07-28,9127536505,Credit,7196732745635
159886.2,Check after build skin actually likely provide collection through director.,SWIFT,USD,Corporate,Argue usually raise.,1.42,21.77,3410902322655,Frederick-Becker,2024-07-08,6175911011,Cash,2077143258565
32201.26,Strong oil boy tend establish beat table trial artist almost.,RTGS,GBP,Corporate,Behind arm long.,0.97,35.71,2924343268656,Lee-Hernandez,2024-06-14,7940445984,Online Transfer,7726205276472
104943.85,Himself investment else protect evidence should table kitchen pass no poor court.,ACH,GBP,Corporate,Religious everyone over watch particular low.,1.46,59.74,1191922179237,"Baker, Riley and Wall",2024-04-20,6742508674,Credit,7337288124722
21830.02,Else on more pattern everyone office four indicate thought discover positive level director.,ACH,USD,Retail,Hold land American network.,1.01,41.66,1949364295178,Dominguez-Johnson,2024-02-26,8950961346,Credit,7915893802538
145568.37,South take finish treat night high believe.,RTGS,GBP,Retail,Trade reveal need.,0.53,66.41,8815088078676,Bradley-Andrade,2024-07-03,6200943519,Online Transfer,5609121287974
136309.54,Dream author cup different at know room none career.,SWIFT,EUR,Retail,Stuff father expect threat open.,0.97,5.79,1649563047423,Taylor-Hernandez,2024-06-18,4984116049,Cash,4625462611055
176567.32,Newspaper cause true out short perform former soldier mouth entire send.,SWIFT,GBP,Retail,Deal quite world side.,0.72,1.53,7410447227175,Robinson-Moore,2024-03-04,3723361556,Online Transfer,2151062723820
43304.74,Medical common almost field never painting moment.,RTGS,USD,Retail,Product another data part gas.,1.32,9.58,6289161590971,"Ross, Cruz and Hammond",2024-01-06,2279666979,Online Transfer,1667330804912
177503.64,Hope could whose song middle during finally some suggest change material catch.,ACH,GBP,Corporate,Pattern great many employee own.,0.64,33.97,9916146548937,"Miller, Moyer and Martin",2024-02-16,7410904371,Online Transfer,4465434101156
99631.17,Answer heart growth player player know.,SWIFT,GBP,Corporate,Attorney respond produce heart population.,1.28,92.71,7945499163795,"Richardson, Atkinson and Burke",2024-01-07,6136151873,Cash,2876657443570
52714.89,Budget worker ability the debate wide difference free key.,ACH,GBP,Retail,Can mission student marriage imagine indicate.,1.04,33.61,8946791972099,"Tran, Ortiz and Dawson",2024-04-15,8786392408,Online Transfer,7256117679278
61743.46,Campaign question expect more information court.,RTGS,GBP,Retail,Crime billion yet need evidence good.,1.37,15.57,1224769494702,Cantu-Callahan,2024-01-11,7743699284,Cash,8017639212760
17430.53,Need color adult million seem this threat its quality travel ago treatment south.,RTGS,USD,Corporate,She country stock.,0.63,50.5,3920870738741,Dean PLC,2024-03-28,9166633275,Cash,6925889340411
73467.14,Stand modern yourself arrive send it message ability whom.,RTGS,EUR,Corporate,Reality country activity whole.,0.86,35.48,1091711565119,Gould Ltd,2024-03-17,5728601469,Credit,6222211462354
30629.69,Attention itself age admit rule general space behavior effect action those forward.,SWIFT,USD,Corporate,West customer agree travel on response.,1.31,2.33,9455742150586,Stein-Thomas,2024-04-08,7206244812,Online Transfer,2427469310706
112118.2,Everything detail assume weight offer put very employee expert out war real.,RTGS,USD,Retail,Available Congress more build quickly book.,0.71,10.6,7636365727590,"Norman, Jenkins and Aguilar",2024-05-08,1856938338,Online Transfer,3765349380083
121991.58,Building new dark watch spring popular open I member money.,RTGS,GBP,Retail,Attack close evening should usually role.,0.71,82.63,6073173328921,"Edwards, Wong and Moore",2024-05-09,8212748752,Online Transfer,6528063129404
122291.11,Society any mention everything behind him cup of carry store.,RTGS,USD,Corporate,Several pretty senior per including.,1.18,96.22,8424995742509,"Evans, Martin and Keller",2024-06-05,6327650999,Cash,2247498604206
188085.75,Trip mind certainly owner party under child heavy run.,SWIFT,USD,Retail,Political worry happen generation make.,0.56,99.24,6371428504917,"Benitez, Lopez and Gonzalez",2024-03-07,5226075993,Cash,8237296055249
36625.44,Her chance dream common even whose approach I why.,ACH,GBP,Retail,Church remember but rich.,0.89,99.97,8077669976796,Ramirez Inc,2024-01-14,4648453489,Cash,7289253285774
179849.15,Suddenly study spend station budget theory child child box positive he unit poor.,SWIFT,GBP,Corporate,Sense power investment mouth chair author.,1.48,25.55,4375441597648,Hanson Ltd,2024-01-10,9811773566,Credit,5520938900780
185249.75,Water green shake full position sell change dinner traditional save know.,SWIFT,USD,Corporate,Exactly some least out also throughout.,1.49,7.68,3265999877695,Moreno-Fuentes,2024-04-06,9979783014,Credit,8294433817304
51427.26,Chance short federal deep station down work.,SWIFT,GBP,Corporate,Congress seem can assume lose.,0.9,11.78,2964713819486,Huynh-Williamson,2024-05-09,6050264986,Online Transfer,2483274225564
162860.08,Follow win front toward buy foot rich.,ACH,USD,Retail,Agent attorney computer chair.,1.23,24.04,2944533540920,Obrien-Baker,2024-03-10,9955641896,Cash,9130113242438
171272.98,Middle minute common stage big seven accept contain pay ball might painting.,SWIFT,GBP,Retail,Tell realize yourself agency money.,1.26,32.69,8424910264077,Nguyen Ltd,2024-02-14,9491608251,Cash,3993884421479
29968.13,Act partner upon want this say young entire method word.,RTGS,USD,Retail,Writer simply yes quality because happy.,1.32,35.69,5339357939726,Lewis LLC,2024-04-22,6688855342,Cash,1103056729311
11333.77,Increase above yes not director tend design hold job research allow let ever.,SWIFT,EUR,Corporate,Gas past apply similar personal policy.,0.75,70.68,3932565399918,Johnson Ltd,2024-05-19,8013190043,Cash,8544335987463
100333.27,Free start ago many than relationship behavior dark door.,SWIFT,GBP,Corporate,Many lose site create.,1.32,4.26,7959695762860,Hamilton LLC,2024-02-15,5093472272,Credit,3708624482107
30484.86,Owner attention again score assume rise.,SWIFT,EUR,Retail,Outside resource example.,1.26,23.66,5583879231623,"Erickson, Hill and King",2024-03-10,1766736193,Online Transfer,6388663901603
112642.46,Training large lose technology former kid mind.,ACH,USD,Retail,Executive land develop.,1.23,94.37,5208532175329,"Stone, Davila and Santiago",2024-03-25,3890089530,Cash,2760023908103
48680.5,Three until foreign fear author free vote.,SWIFT,USD,Corporate,Feeling him one.,1.09,71.12,5563613337175,Roberts-Marsh,2024-04-08,2359689906,Online Transfer,6069050859933
35351.13,Leave middle animal according return respond television.,SWIFT,GBP,Retail,Happen section receive different west.,1.41,56.6,9453315990396,Mills-Burgess,2024-02-29,1455900076,Cash,6343837278617
122070.23,We law agent amount trouble data affect debate no.,SWIFT,EUR,Retail,Out various true.,0.61,95.59,7417605893109,Davidson-Roy,2024-07-10,6224208944,Credit,9162340510325
109513.97,Interesting strategy smile option it attention today rather who simply senior.,RTGS,GBP,Corporate,Finally thought visit address economy.,1.3,75.65,1226602610659,Harris-Brown,2024-07-15,4043024274,Credit,4404634747264
101461.06,Task rate team arm voice doctor walk Democrat left three officer.,RTGS,USD,Corporate,Approach hair final me decision.,0.68,36.81,5541463395711,Clark PLC,2024-04-01,9213745883,Credit,6409840183198
194440.18,Way or subject tough next agent control.,SWIFT,EUR,Retail,Relate partner performance carry writer.,1.46,41.9,2506731128872,Tucker-Mitchell,2024-04-20,4437328824,Cash,5395999627611
156713.63,Worry language instead receive top themselves change development nearly approach move.,RTGS,GBP,Corporate,Against best common.,0.68,40.19,6257968677189,Day-Ray,2024-01-20,9607491504,Online Transfer,9642627488665
129174.95,Short bad start wind usually think way tell series sell.,ACH,GBP,Corporate,Customer able road economy area truth.,0.93,98.22,6274239011775,Hale Ltd,2024-05-06,8221710841,Cash,3482107537536
177383.89,Suggest design set option point mother pick property campaign source American still pull.,RTGS,USD,Retail,Return present serve.,0.7,46.33,2354084446521,"Hill, Smith and Jones",2024-05-29,8814890308,Cash,1137931975875
196788.03,Visit really traditional thus support scientist from.,ACH,EUR,Retail,Too throughout also about find teach food.,1.07,4.68,5400855252873,Moon Inc,2024-03-18,2971681461,Cash,5813822272472
56213.69,Reduce plan animal support they increase wall.,ACH,USD,Retail,Oil fish house relate.,0.59,1.94,1545614399521,Harmon-Burke,2024-07-15,1854908968,Credit,2261664670279
57330.73,Find somebody well wind for tough public nothing grow trip kitchen easy.,SWIFT,USD,Corporate,Use effort clearly.,1.05,69.37,4846666740979,Rodriguez Group,2024-01-16,1799729337,Credit,1144787211229
47043.7,Year fund ten throughout price buy military stay step free could.,SWIFT,USD,Retail,Provide long open.,0.82,54.53,3463054751518,Bell LLC,2024-02-22,4365171479,Credit,5222931899267
93704.47,Ten let key specific left that order game over culture listen later.,RTGS,GBP,Retail,Anything event whatever.,0.75,52.24,4424232180606,Love-Murillo,2024-06-05,6873043658,Credit,8503853888172
197096.27,Direction middle goal affect money particularly success actually chair hotel.,ACH,USD,Corporate,Level bank attorney miss simply life.,0.55,48.56,5912540774120,Contreras-Rojas,2024-05-04,2759361094,Credit,5052750032299
65788.53,Ready discover body loss yeah pretty cultural although try community.,SWIFT,GBP,Corporate,Should its impact ball imagine.,0.94,76.38,6445669776592,Andrade-Rodgers,2024-02-12,8913715862,Credit,4903456512402
116116.27,Should only like six card open.,ACH,USD,Retail,Year senior method explain old sister.,1.34,22.98,8847437517248,Mayer-Rubio,2024-04-16,7464466298,Credit,3309374379011
99212.66,And end perhaps cultural necessary many season education.,RTGS,EUR,Retail,Successful those seek become benefit.,1.02,83.21,6441139201439,Meyer Group,2024-06-20,7407026856,Credit,2944710666356
142891.54,Theory by that authority throughout hard by expect nearly turn drive type.,ACH,USD,Corporate,Into in forward write.,0.52,89.83,1284448371989,Hunter PLC,2024-05-07,7417027649,Online Transfer,9117277404298
32446.89,Represent collection have into eat medical.,RTGS,USD,Corporate,Song him scientist.,1.49,5.37,9069902353853,"Hartman, Gilbert and Smith",2024-03-28,7386115432,Cash,7015560589421
69924.84,Activity simple but true themselves first air me summer prepare fast material.,SWIFT,EUR,Corporate,Down political conference a at more.,1.29,90.96,1447363921688,"Neal, Long and Miller",2024-06-24,6494952813,Credit,3680352665629
8442.8,Help something play piece simply fear information.,RTGS,GBP,Retail,Bring expert rate rule.,0.97,85.43,8823849822838,"Ramirez, Ross and Miller",2024-02-01,5252695270,Credit,9995805280457
14828.56,Condition meet boy our all avoid expect program.,SWIFT,GBP,Corporate,Instead action will.,0.94,85.06,2236418493810,Robinson Group,2024-03-02,8150675839,Online Transfer,6619084839701
39069.33,Really later represent fire body able few care cell daughter.,SWIFT,USD,Retail,Congress able win.,1.24,64.93,9462491259618,"Russell, James and Mckenzie",2024-02-07,9446629130,Online Transfer,7930147889719
60081.59,Front nothing business room support career myself.,RTGS,USD,Retail,Collection drop born relationship front realize.,1.41,21.06,2209384333050,"Dawson, Ramos and Rivera",2024-03-05,2674212339,Credit,4327156854920
71796.22,Anything sport room officer oil too dinner ask finish government push.,RTGS,EUR,Corporate,Eye resource better which.,1.16,47.16,9940379723386,Rose-Thompson,2024-05-13,1737673719,Cash,2203392993430
138923.46,College thus skin analysis for look.,ACH,EUR,Corporate,Wrong minute appear.,0.88,75.06,8907514176755,"Rice, Miranda and Herman",2024-04-20,9876115544,Credit,2455625403839
26727.37,Seat citizen artist long street scene blood TV decision adult.,SWIFT,USD,Retail,Natural tonight range begin.,0.87,57.97,8156738299852,Mendez-Dixon,2024-01-15,2769078641,Credit,7729350781021
124947.23,We organization former blood party story responsibility court.,SWIFT,USD,Corporate,Total range poor world.,0.93,56.63,3144542780145,Rocha Ltd,2024-01-07,2796475026,Online Transfer,9633145510116
153229.34,Sometimes find peace parent politics total.,SWIFT,EUR,Corporate,History skin food year American speak.,1.45,17.43,7233874168248,Bowers LLC,2024-05-12,8991028324,Credit,7795067626455
162493.23,Certain off organization research wide building democratic they several feeling.,SWIFT,USD,Retail,Forget operation though tough.,0.79,39.52,9539472072442,Johnson Ltd,2024-02-09,9008171745,Credit,8120488341983
173066.21,My like least who leg within effect little stuff.,ACH,USD,Corporate,My mouth federal matter ever.,0.97,57.95,4379265748598,Vega PLC,2024-04-15,3281711114,Credit,5033807935132
58272.14,Whom morning standard explain responsibility teacher receive top.,SWIFT,GBP,Retail,Piece daughter to receive pick.,1.31,5.79,2066893070571,Thompson LLC,2024-04-08,4681197021,Credit,3150440901077
169537.05,Edge doctor blue herself two participant despite institution game.,ACH,GBP,Corporate,Other whom couple.,0.53,56.32,2153409989607,"Bowers, Gilbert and Warner",2024-03-21,6320320608,Online Transfer,7647327725758
157490.48,Page whole increase pattern kid manager it exactly southern beyond here available.,RTGS,GBP,Corporate,Work significant happen.,0.81,39.55,3824099041872,Ford LLC,2024-07-05,8091780233,Cash,6060633801100
42062.35,Back everything win really section hold.,SWIFT,GBP,Retail,Husband film set dark experience above.,0.8,24.58,7354148926790,"Mcgee, Murray and Henry",2024-03-22,5390842481,Online Transfer,7079098445237
190335.57,Clear wear will assume keep provide day technology.,ACH,EUR,Retail,Class research just.,0.79,6.72,3604538725432,"Walker, Harris and Gallagher",2024-04-13,6809492292,Credit,4525921338920
19174.24,Fight any part sea activity artist left me same public cold investment.,ACH,GBP,Retail,Near little professor its.,1.19,83.49,1349007415569,"Burns, Montgomery and Banks",2024-02-23,7076643688,Credit,3205843870696
53968.45,Test successful require them arrive weight clearly campaign well.,ACH,USD,Corporate,Citizen any standard.,0.89,28.7,3968852156683,"Bryan, Velasquez and Brown",2024-03-17,1400330291,Credit,2377809025262
196812.78,Support stand over discuss entire study light paper why west.,RTGS,GBP,Retail,Another quality mouth.,0.7,39.03,1370682253618,"Davis, Hendrix and Conley",2024-07-19,4968165439,Credit,6686819855730
33023.08,Its reality join suggest board project.,ACH,EUR,Retail,Nice cold of line nor.,0.74,56.32,1412481641799,Spencer-Thompson,2024-05-27,9487126977,Cash,9034076711649
170140.01,Particularly president hour fall read ever six baby.,SWIFT,GBP,Retail,Long front letter time business.,1.21,44.31,3733527396155,"Reyes, Maynard and Garcia",2024-06-04,8892571318,Cash,5714934347663
110776.98,Bag teacher significant my bit operation.,ACH,USD,Corporate,Try history happen economic remain.,1.49,28.27,9431738831491,Ball-Lane,2024-01-06,1790095118,Online Transfer,5462250527227
19941.59,Miss newspaper player page degree blood training hit three anyone.,ACH,USD,Retail,Ability make his since.,0.65,37.62,7112690787524,"Smith, Gilbert and Ortiz",2024-07-24,4641735838,Credit,1470403090135
129198.86,A show police market story ago suffer condition write.,SWIFT,USD,Corporate,Coach sense million read radio production.,1.15,35.8,9449451459802,Sweeney-Jackson,2024-03-24,2071509075,Credit,7243282718060
105141.93,Sometimes social work decade should simple.,ACH,EUR,Retail,Practice some music.,0.74,97.19,9594474441586,"Armstrong, Stevens and Sanchez",2024-07-03,1568792222,Cash,7638995370019
130931.42,Agree job two market believe mother pass huge far rather authority.,ACH,GBP,Corporate,Oil us after.,0.92,1.98,6078468062467,West PLC,2024-01-10,6630373316,Credit,5581449546375
100204.93,After would investment plant involve none off.,ACH,GBP,Corporate,Coach sister home treat.,0.87,94.12,9572450329359,Davis-Walker,2024-01-13,6568711720,Credit,5145421653428
19980.39,Meeting report son true board think campaign sea.,RTGS,USD,Retail,Involve author television recognize compare.,0.62,44.36,4274298433466,"Knight, Dillon and Oneill",2024-03-24,9909324576,Online Transfer,3733527396155
80994.57,Win seat reflect budget pretty others various still.,RTGS,GBP,Corporate,Add Congress return never several wrong.,0.83,12.8,5850686089035,Jackson and Sons,2024-01-06,6373957128,Cash,2354360198371
154948.6,Old performance just they natural fly drive.,SWIFT,USD,Retail,Discuss glass marriage only people animal.,1.03,85.37,1032092896701,Dixon-Williams,2024-03-31,3940261873,Cash,5009522320369
50.91,Dream be value miss before reduce which off loss.,SWIFT,GBP,Corporate,Keep feel begin buy check.,0.87,20.19,5320046372002,"Erickson, Gill and Hayes",2024-06-16,2991701509,Credit,8625550617527
43600.99,Home thing whole speech make face low space mission.,RTGS,GBP,Retail,Mind performance enter both.,0.99,56.05,1056673509818,"Thompson, Johnston and White",2024-01-03,4731508174,Credit,1486704373750
60895.79,Campaign stay your hotel middle morning fill government will key.,RTGS,GBP,Corporate,Thing main political.,1.22,17.29,3891151503345,Hendricks LLC,2024-06-09,2910197455,Credit,5612776913849
55675.26,Tree world son against do opportunity perform tend somebody upon reflect.,SWIFT,GBP,Retail,Something two go them.,0.52,79.21,5947355487033,Collins Group,2024-06-12,5290296783,Cash,1258949975708
31865.64,Conference child behind admit back capital.,ACH,GBP,Retail,Nation their none bed.,1.29,20.15,1056893603486,"Schwartz, Farmer and Norris",2024-01-05,6580275402,Online Transfer,1256200497086
116931.24,Carry their stock cell factor herself.,SWIFT,GBP,Retail,Me specific nice oil knowledge every.,0.81,49.3,4783945387298,"Hansen, Meyer and Mata",2024-03-12,4737995305,Online Transfer,8845928894412
115858.22,Building cause indicate call skill report religious to.,ACH,GBP,Retail,Human newspaper impact air democratic.,0.51,44.89,4773430057569,"Holland, Aguirre and Benjamin",2024-02-02,6999694751,Credit,1272024249346
146629.58,President sea paper life scientist which note fill.,SWIFT,USD,Retail,Benefit home box.,1.41,26.98,9785637717232,"Smith, Munoz and Brown",2024-04-28,1216254327,Credit,9048496825541
1494.41,Mouth window itself head tree main real Republican line necessary.,RTGS,EUR,Retail,State low over four.,0.53,99.95,1784950067200,Parrish-Allen,2024-01-28,1510725735,Cash,9948010952535
1409.54,Nice walk senior just relate believe court floor can.,SWIFT,GBP,Corporate,Bit story social determine above.,1.3,4.82,1778630518825,Williams Inc,2024-01-13,2830839277,Cash,8875651414060
193959.58,Fire daughter detail word then range box per kid newspaper mind again.,ACH,GBP,Retail,Light already note control tax story.,0.57,4.75,9347146964900,Garza-Williams,2024-05-02,3947830135,Credit,8864547802519
136865.73,World member course by while Mr culture start method open stage.,RTGS,USD,Corporate,Full himself class.,0.64,9.62,9650951826812,Ramos LLC,2024-04-12,6815430741,Credit,9146972753290
33417.76,Language full today model part nearly trip.,RTGS,GBP,Retail,Within hundred nearly much director start.,0.86,73.07,8748452651462,Lewis and Sons,2024-01-26,4080010322,Credit,7574593740072
164707.84,Rock call world own instead food policy.,ACH,USD,Retail,Keep often pretty up kid.,0.94,39.57,2124282871078,Wilson and Sons,2024-01-26,3745553164,Cash,4563710010912
